X;Y;angulo;fecha_actualizacion;hora_actualizacion;idpm;ih
724077.903;4370632.241;5;2018-03-28;00:45:10;2430;40
724083.826;4370718.406;51;2018-03-28;00:45:10;2431;42
724171.702;4370812.05;319;2018-03-28;00:45:10;2432;50
724187.063;4370847.06699999981;51;2018-03-28;00:45:10;2433;92
724049.464;4370931.87799999956;229;2018-03-28;00:30:10;2434;40
724934.437;4372820.273;194;2018-03-28;00:45:10;2522;229
730073.674;4372391.843;0;2018-03-27;22:45:13;3021;20
729033.155;4371350.905;211;2018-03-28;00:30:12;3111;20
729238.457;4371254.38399999961;261;2018-03-28;00:45:11;3114;20
728865.296;4371328.274;220;2018-03-28;00:45:11;3118;250
729608.847;4370889.35;304;2018-03-28;00:45:11;3120;40
729645.716;4370563.757;236;2018-03-28;00:45:11;3121;30
729603.565;4370480.688;56;2018-03-28;00:45:11;3122;20
725965.432;4371010.091;210;2018-03-28;00:45:02;528;90
725080.9;4370918.22499999963;121;2017-11-27;06:30:15;609;455
725268.408;4370628.23699999973;140;2018-03-28;00:45:03;610;166
725307.6;4371614.932;300;2018-03-28;00:45:03;611;396
725234.184;4371537.36699999962;77;2018-03-28;00:45:03;612;102
725066.236;4370532.87;262;2018-03-28;00:45:03;613;194
725145.166;4371032.712;79;2018-03-28;00:45:03;614;165
725099.548;4370764.86099999957;261;2018-03-28;00:45:03;615;114
724946.855;4371119.994;301;2017-11-21;03:00:09;616;94
724834.676;4371310.281;302;2017-11-21;03:00:09;617;99
724269.666;4371642.809;61;2018-03-28;00:45:03;702;124
724119.046;4371630.69799999986;232;2018-03-28;00:45:03;703;165
723930.233;4371385.222;51;2018-03-28;00:45:03;704;192
724008.96;4371266.001;132;2018-03-28;00:30:01;705;20
723936.566;4371335.98199999984;312;2018-03-28;00:45:03;706;20
724141.278;4371709.712;109;2018-03-28;00:45:03;707;42
724341.749;4371768.193;66;2018-03-28;00:45:03;713;62
724150.173;4371648.716;297;2018-03-28;00:45:03;714;20
724193.057;4371555.459;110;2018-03-28;00:45:03;716;62
723979.127;4371462.27;231;2018-03-28;00:45:03;717;307
723922.144;4371402.08;185;2018-03-28;00:45:03;718;20
723887.081;4371345.747;232;2018-03-28;00:45:03;719;130
723829.38;4371257.95299999975;52;2018-03-28;00:45:03;720;151
723768.786;4371258.324;312;2018-03-28;00:45:03;721;20
725034.394;4373141.43099999987;76;2018-03-28;00:45:10;2524;458
724970.618;4373274.423;35;2018-03-28;00:45:10;2525;208
725129.941;4373390.315;25;2018-03-28;00:45:10;2526;375
725319.106;4373489.557;97;2017-08-28;16:30:21;2527;138
725340.556;4373450.139;349;2018-03-28;00:45:10;2528;249
724879.473;4371881.506;59;2018-03-28;00:45:10;2529;84
725006.423;4372143.56;121;2018-03-28;00:45:10;2530;104
725051.716;4372024.274;301;2018-03-28;00:45:10;2531;354
725587.923;4374216.153;243;2018-03-28;00:45:07;1222;62
727151.807;4372166.008;44;2018-03-28;00:45:07;1505;396
727471.261;4372145.07199999969;252;2018-03-28;00:45:07;1508;221
727506.213;4372211.775;71;2018-03-28;00:45:07;1509;244
727617.624;4372565.564;251;2018-03-28;00:45:07;1510;133
727641.739;4372605.285;72;2018-03-28;00:45:08;1516;229
727240.032;4372412.76;250;2018-03-28;00:45:08;1517;229
727055.608;4372581.48;306;2018-03-28;00:45:08;1518;20
727666.988;4372865.535;329;2018-03-28;00:45:08;1519;20
727632.495;4372895.213;342;2018-03-28;00:45:08;1520;270
726830.407;4372520.325;124;2018-03-28;00:45:08;1521;82
726789.214;4372503.09399999958;124;2018-03-28;00:45:08;1522;250
727524.1;4372299.802;250;2018-03-28;00:45:08;1530;228
726895.811;4372481.456;33;2018-03-28;00:45:08;1531;61
727910.417;4373196.78899999987;3;2018-03-28;00:45:08;1532;20
727925.545;4373203.886;182;2018-03-28;00:45:08;1533;20
727500.05;4372471.82199999969;161;2018-03-28;00:45:08;1534;62
728040.472;4372439.06;254;2018-03-28;00:45:09;2015;396
728071.861;4372487.16199999955;74;2018-03-28;00:45:09;2016;165
728134.844;4372446.52699999977;161;2018-03-28;00:45:09;2017;83
727965.005;4372384.89;341;2018-03-28;00:45:09;2020;104
728040.105;4372377.234;74;2018-03-28;00:45:09;2021;163
728059.45;4372352.77199999988;341;2018-03-28;00:45:09;2022;30
728019.77;4372306.13499999978;74;2018-03-28;00:45:09;2023;124
725063.361;4372060.008;121;2018-03-28;00:45:10;2532;270
725163.124;4371838.305;301;2018-03-28;00:45:10;2533;227
724882.572;4372219.831;197;2018-03-28;00:45:10;2534;223
723945.215;4374904.729;130;2018-03-28;00:45:10;2624;40
723559.693;4375393.051;271;2018-03-28;00:45:10;2625;41
723559.693;4375393.051;271;2018-03-28;00:45:10;2625;41
723564.932;4375377.906;104;2018-03-28;00:45:10;2626;20
726885.888;4373882.695;341;2018-03-28;00:30:11;2701;20
727677.838;4371813.699;169;2018-03-28;00:45:09;2135;83
727463.148;4370816.258;125;2018-03-28;00:45:09;2205;20
727432.909;4370815.50299999956;305;2018-03-28;00:45:09;2206;62
727325.123;4370670.846;31;2018-03-28;00:45:09;2207;103
727326.788;4370684.286;211;2018-03-28;00:45:09;2208;208
727125.811;4370565.724;211;2018-03-28;00:45:09;2209;207
726722.692;4370322.48199999984;31;2018-03-28;00:45:09;2214;103
726680.112;4370346.598;121;2018-03-28;00:45:09;2215;126
726637.205;4370405.90099999961;301;2018-02-06;03:00:03;2216;5
726480.819;4370195.921;210;2018-03-28;00:45:09;2217;272
726324.978;4370089.099;31;2018-03-28;00:45:09;2218;81
726249.098;4370186.057;299;2018-03-28;00:45:09;2219;40
726288.234;4370083.551;211;2018-03-28;00:45:09;2220;209
726316.543;4370059.312;304;2018-03-28;00:45:09;2221;42
726343.506;4370024.046;124;2018-03-28;00:15:03;2222;20
725047.095;4372171.04899999965;65;2018-03-28;00:45:10;2515;20
725047.864;4372242.542;183;2018-03-28;00:45:10;2516;83
725047.864;4372242.542;183;2018-03-28;00:45:10;2516;83
725031.024;4372384.312;94;2018-03-28;00:45:10;2517;375
724692.988;4372384.863;30;2018-03-28;00:45:10;2518;62
724694.17;4372697.882;4;2018-03-28;00:15:04;2539;20
725033.288;4372808.603;253;2018-03-27;23:30:13;2540;42
725046.376;4372811.85099999979;173;2018-03-28;00:45:10;2541;62
726771.352;4373673.302;71;2018-03-28;00:45:10;2703;208
726957.57;4373668.244;138;2018-03-28;00:45:10;2704;165
726858.417;4373922.245;71;2018-03-28;00:45:10;2706;60
726935.451;4374142.529;71;2018-03-28;00:45:10;2707;120
728015.388;4373778.085;221;2018-03-28;00:45:10;2719;42
726817.407;4373918.18599999975;161;2018-03-28;00:45:10;2720;146
726974.564;4373836.23;267;2018-03-28;00:45:10;2721;20
726987.677;4373846.99299999978;341;2018-03-28;00:30:11;2722;20
727000.697;4373915.19799999986;251;2018-03-28;00:15:04;2723;42
726967.95;4373864.808;161;2018-03-28;00:45:10;2724;83
727075.306;4373801.23599999957;251;2018-03-28;00:15:04;2725;20
727046.429;4373837.582;161;2018-03-28;00:45:10;2728;42
727167.073;4373714.866;72;2018-03-28;00:45:10;2729;42
727193.874;4373775.923;341;2018-03-28;00:45:10;2730;20
727177.149;4373792.41899999976;161;2018-03-28;00:45:10;2731;20
727240.088;4373736.79;251;2018-03-27;23:45:10;2732;20
727795.975;4373375.20299999975;120;2015-10-16;10:45:42;2758;526
725240.397;4372096.616;138;2018-03-28;00:45:01;131;356
725236.646;4372106.24299999978;137;2018-03-28;00:45:01;132;167
725695.36;4371933.305;165;2018-03-28;00:45:01;133;459
725640.153;4372471.36699999962;178;2018-03-28;00:45:01;134;90
727096.709;4373866.14499999955;251;2018-03-28;00:45:10;2727;20
727616.931;4373347.983;53;2015-10-16;10:45:28;2755;1119
727716.944;4373427.03799999971;324;2018-03-28;00:45:10;2756;124
727808.9;4373375.82699999958;109;2018-03-28;00:45:10;2757;82
727644.779;4373607.103;341;2018-03-28;00:45:10;2759;42
727763.208;4373483.639;49;2018-03-28;00:15:04;2760;20
729961.952;4372914.3;95;2018-03-28;00:15:05;2915;60
729956.2;4373068.959;1;2018-03-27;22:45:12;2916;20
729933.74;4373226.97499999963;90;2018-03-28;00:30:12;2917;30
729828.942;4373912.97599999979;264;2018-03-28;00:30:12;2918;120
729806.272;4373689.51599999983;271;2018-02-24;03:00:18;2919;20
729763.345;4373608.649;352;2018-02-23;11:00:14;2920;1
729929.774;4373606.16199999955;0;2018-03-27;23:30:14;2921;42
729810.432;4373575.598;271;2018-03-28;00:45:10;2922;30
729895.904;4373381.955;172;2018-03-28;00:45:10;2923;60
729820.01;4373295.517;270;2018-03-28;00:30:12;2924;60
729870.376;4373068.17;1;2018-03-28;00:45:10;2925;1
729853.042;4373014.359;271;2018-03-28;00:45:10;2926;20
729773.487;4373128.23;90;2018-03-28;00:15:05;2927;8
729684.504;4373065.798;0;2018-03-27;21:45:14;2928;30
729784.082;4373069.546;0;2018-03-28;00:45:10;2929;33
729774.173;4372992.835;91;2018-03-28;00:00:02;2931;30
729850.104;4372801.8;265;2018-03-28;00:30:12;2932;40
729840.487;4372683.87299999967;266;2018-03-28;00:30:12;2933;59
729824.282;4372498.78699999955;265;2018-03-28;00:45:10;2934;20
729777.872;4372832.882;91;2018-03-28;00:45:10;2935;20
729857.654;4372556.04399999976;175;2017-09-15;09:45:15;2936;86
730025.923;4373054.829;271;2018-03-28;00:45:10;2937;40
730052.342;4372828.587;271;2018-03-28;00:45:10;2938;20
729908.418;4372834.574;3;2018-03-28;00:45:10;2939;84
729955.43;4372879.06099999975;183;2018-03-28;00:45:10;2940;82
729803.689;4371728.511;85;2018-03-28;00:45:10;3004;58
729798.572;4371838.70299999975;356;2018-03-28;00:45:10;3005;3
729817.55;4371904.28699999955;86;2018-03-28;00:45:11;3006;57
729828.901;4372019.29399999976;85;2018-03-28;00:45:11;3008;54
726278.762;4372364.16199999955;232;2018-03-28;00:45:01;205;291
726508.723;4372270.56;179;2018-03-28;00:45:01;206;41
726320.201;4372958.011;233;2015-10-16;10:45:27;227;1370
726127.979;4373002.495;314;2018-02-09;03:00:01;228;156
726637.082;4371763.67899999954;211;2018-03-28;00:15:01;301;20
726353.38;4371890.82299999986;30;2018-03-28;00:45:01;313;269
726373.311;4371806.251;120;2018-03-27;23:59:59;314;20
725563.606;4371441.326;248;2018-03-28;00:45:02;325;104
725763.995;4371575.3;210;2018-03-28;00:45:02;326;1108
726726.478;4372177.511;118;2018-03-28;00:45:02;327;84
725609.755;4371472.26;29;2018-03-28;00:45:02;328;354
725600.33;4371476.55399999954;210;2015-10-16;10:45:42;332;1153
726370.029;4371605.59499999974;210;2018-03-28;00:45:02;401;20
726466.171;4371486.09399999958;30;2018-03-28;00:45:02;402;20
726651.529;4371594.071;30;2018-03-28;00:45:02;403;41
727029.681;4371408.075;166;2017-12-12;05:00:00;428;8
726989.157;4371402.167;346;2017-12-12;05:00:00;429;17
727207.252;4371361.075;166;2018-03-28;00:30:01;430;40
727193.53;4371352.62;347;2018-03-28;00:45:02;431;82
726031.091;4370715.74799999967;167;2018-03-28;00:30:01;503;20
724568.211;4371541.14099999983;4;2018-03-28;00:45:03;742;166
724515.869;4371548.733;185;2018-03-28;00:45:03;743;81
724601.903;4371732.768;121;2018-03-28;00:45:04;803;145
724407.11;4371877.37399999984;348;2018-03-28;00:45:04;804;478
729847.874;4372358.49199999962;173;2018-03-27;23:15:06;3015;20
729799.034;4372197.689;265;2018-03-28;00:45:11;3016;56
729782.975;4372007.671;265;2018-03-28;00:45:11;3017;44
729768.038;4371832.195;265;2018-03-28;00:45:11;3018;22
730062.312;4372387.212;270;2018-03-28;00:45:11;3022;68
729176.861;4371443.53699999955;171;2018-03-28;00:45:11;3117;20
729534.775;4371321.29899999965;50;2018-03-28;00:45:11;3126;83
729433.599;4371137.355;203;2018-03-28;00:45:11;3127;207
725871.077;4373511.21;236;2018-03-28;00:45:06;1127;81
726031.357;4374075.988;156;2018-03-27;22:15:00;1128;15
725925.375;4374090.76599999983;188;2018-03-27;23:30:05;1129;20
725734.932;4374062.672;189;2018-03-28;00:00:00;1130;20
725625.548;4374043.98;189;2018-03-28;00:00:00;1131;20
725509.652;4374015.10099999979;5;2018-03-28;00:00:00;1134;20
725658.98;4374076.85;67;2018-03-28;00:45:06;1151;62
726035.682;4373822.082;246;2018-03-28;00:45:06;1152;123
725491.296;4373936.369;358;2018-03-28;00:45:06;1153;84
725570.45;4373943.968;177;2018-03-28;00:45:06;1154;104
725613.972;4373929.278;356;2018-03-28;00:45:06;1155;40
726152.713;4374396.43099999987;138;2018-03-28;00:45:07;1329;207
726734.695;4373848.88399999961;318;2015-10-16;10:45:42;1330;1473
726642.4;4373894.278;177;2018-03-28;00:15:01;1331;20
726307.118;4373900.082;357;2018-03-28;00:45:07;1332;20
726337.866;4374246.30599999987;39;2018-03-28;00:45:07;1333;30
727036.852;4374672.35699999984;160;2018-03-28;00:45:07;1335;90
726499.942;4373228.887;252;2018-03-28;00:45:07;1402;397
726566.241;4373435.336;250;2018-03-28;00:45:07;1403;125
726729.639;4373253.559;161;2018-03-28;00:45:07;1404;186
727220.712;4373085.342;161;2018-03-28;00:45:07;1404;186
726776.083;4373167.433;341;2018-03-28;00:45:07;1405;123
726814.791;4372888.82199999969;70;2018-03-28;00:45:07;1406;61
726635.467;4372809.399;124;2018-03-28;00:45:07;1408;62
729174.873;4371078.75399999972;187;2018-03-28;00:45:11;3128;165
729004.544;4371385.711;341;2018-03-28;00:45:11;3129;228
729263.29;4371294.603;341;2018-03-28;00:45:11;3130;60
729676.436;4370591.869;56;2018-03-28;00:45:11;3132;61
729627.788;4370837.305;240;2018-03-28;00:15:05;3133;20
729630.935;4370550.602;54;2018-03-27;20:00:09;3134;15
730131.431;4372181.389;92;2018-03-28;00:45:11;3201;187
730115.166;4372283.795;181;2018-03-28;00:15:05;3202;20
728170.753;4372899.121;254;2018-03-28;00:45:08;2004;187
728201.594;4373007.059;254;2018-03-28;00:45:08;2005;111
726881.401;4370720.39599999972;300;2018-03-28;00:45:09;2212;62
726930.741;4370461.927;211;2018-03-28;00:45:09;2213;145
727145.929;4370931.815;30;2018-03-28;00:45:09;2223;20
727101.344;4370925.69799999986;210;2018-03-28;00:45:09;2224;20
727101.344;4370925.69799999986;210;2018-03-28;00:45:09;2224;20
726959.827;4370819.761;30;2018-03-28;00:45:09;2225;20
726959.827;4370819.761;30;2018-03-28;00:45:09;2225;20
726842.218;4370819.48199999984;120;2018-03-28;00:30:08;2230;42
726288.566;4369888.87799999956;300;2018-03-28;00:45:09;2232;228
726350.789;4369837.03299999982;120;2018-03-28;00:45:09;2233;84
726350.789;4369837.03299999982;120;2018-03-28;00:45:09;2233;84
726674.768;4370309.86099999957;211;2018-03-28;00:45:09;2234;249
726674.768;4370309.86099999957;211;2018-03-28;00:45:09;2234;249
726338.913;4369830.154;120;2018-03-28;00:45:09;2235;186
726098.114;4370213.616;300;2018-03-28;00:45:09;2236;374
726106.649;4370231.132;120;2018-03-28;00:45:09;2237;270
726090.0;4370316.983;30;2018-03-28;00:45:09;2238;20
726147.267;4370370.386;210;2018-03-28;00:30:08;2239;42
726184.218;4370371.008;30;2018-03-28;00:45:09;2240;20
726228.946;4370417.496;210;2018-03-28;00:30:08;2241;40
726386.352;4370486.439;30;2018-03-28;00:45:09;2244;20
726496.438;4370569.131;210;2018-03-28;00:45:09;2245;82
730131.614;4372289.30399999954;91;2018-03-28;00:45:11;3203;146
730125.861;4372398.483;92;2018-03-28;00:45:11;3204;103
730124.17;4372487.154;90;2018-03-28;00:45:11;3205;124
730096.403;4372545.608;0;2018-03-27;23:30:14;3206;20
730140.055;4372554.761;90;2018-03-28;00:45:11;3207;82
730113.461;4372877.49799999967;90;2018-03-28;00:45:11;3208;62
730090.467;4373112.586;272;2017-10-17;03:00:21;3209;2
730106.842;4373144.904;90;2018-03-28;00:45:11;3210;42
726316.134;4370629.12;347;2018-03-28;00:45:09;2252;83
723819.977;4370942.011;319;2018-03-28;00:15:03;2440;40
725039.101;4372477.91899999976;8;2018-03-28;00:45:10;2535;90
725132.415;4371944.36799999978;121;2018-03-28;00:45:10;2536;186
725074.547;4373384.92399999965;121;2018-03-28;00:45:10;2537;125
724974.899;4373270.1;35;2018-03-28;00:45:10;2538;62
724598.708;4374522.264;69;2018-03-28;00:30:10;2605;42
724469.278;4374444.62399999984;328;2018-03-28;00:30:10;2606;20
724522.46;4374391.195;315;2018-03-28;00:15:04;2607;42
724466.007;4374293.071;130;2018-03-28;00:45:10;2610;103
724148.581;4374582.43599999975;59;2018-03-28;00:00:01;2611;42
724084.707;4374684.36799999978;221;2018-03-28;00:45:10;2613;20
723922.351;4374771.95199999958;225;2018-03-28;00:00:01;2615;20
723889.586;4374932.734;41;2018-03-28;00:45:10;2616;62
723770.492;4374979.721;221;2018-03-28;00:45:10;2619;20
724269.159;4374525.53199999966;130;2018-03-28;00:45:10;2622;20
724098.395;4374726.09399999958;131;2018-03-28;00:45:10;2623;61
727269.384;4373838.497;254;2018-03-28;00:00:01;2735;20
727236.886;4373772.319;161;2018-03-28;00:45:10;2736;104
727072.201;4374534.06099999975;71;2018-03-28;00:45:10;2737;60
726879.421;4373720.03799999971;317;2018-03-28;00:45:10;2739;353
726687.684;4373437.439;71;2018-03-28;00:45:10;2740;124
726843.466;4373761.921;318;2018-03-28;00:15:04;2741;20
727719.962;4373976.536;283;2018-03-28;00:45:10;2745;312
727719.962;4373976.536;283;2018-03-28;00:45:10;2745;312
727687.269;4374187.87899999972;103;2018-03-28;00:45:10;2746;470
727597.79;4374373.57799999975;302;2018-03-28;00:45:10;2747;314
727597.79;4374373.57799999975;302;2018-03-28;00:45:10;2747;314
727988.581;4373695.28799999971;41;2015-10-16;10:45:42;2751;2426
728085.639;4373787.622;44;2018-03-27;23:45:10;2752;20
727581.403;4373322.24;64;2015-10-16;10:45:42;2753;814
727587.911;4373357.96;239;2015-10-16;10:45:42;2754;1723
729355.75;4372985.514;263;2018-03-28;00:45:10;2801;81
729296.183;4372498.615;263;2018-03-28;00:45:10;2802;207
729315.065;4372528.805;83;2018-03-28;00:45:10;2803;186
729337.342;4372628.76;349;2018-03-27;23:30:13;2804;20
729333.493;4372676.459;83;2018-03-28;00:45:10;2805;250
729326.148;4372744.10599999968;263;2018-03-28;00:45:10;2806;104
729359.721;4372904.972;83;2018-03-28;00:45:10;2807;207
729796.99;4372009.735;177;2017-08-28;16:30:22;3009;43
729929.504;4372073.805;356;2018-03-28;00:45:11;3010;30
730082.141;4373316.763;273;2017-12-27;07:15:40;3211;16
730095.484;4373399.87299999967;93;2018-03-28;00:45:11;3212;62
730067.05;4373605.051;273;2017-12-27;07:15:41;3213;21
729249.892;4372086.547;265;2018-03-28;00:45:11;3301;166
729238.153;4371977.188;261;2018-03-28;00:45:11;3302;186
729261.475;4372055.91399999987;85;2018-03-28;00:45:11;3303;229
729242.277;4371904.059;81;2018-03-28;00:45:11;3304;312
729189.822;4371728.305;66;2018-03-28;00:45:11;3306;417
729110.847;4371598.68499999959;239;2018-03-28;00:45:11;3308;270
729046.413;4371483.224;58;2018-03-28;00:45:11;3309;312
728997.826;4371426.978;48;2018-03-28;00:45:11;3310;165
728996.992;4371447.47499999963;228;2018-03-28;00:45:11;3311;187
729272.962;4372191.389;84;2018-03-28;00:45:11;3312;228
723121.979;4371824.273;276;2018-03-27;23:00:09;3504;20
723142.206;4371574.39;276;2018-03-28;00:45:11;3505;188
723022.453;4371581.028;7;2018-03-28;00:15:06;3506;20
723202.993;4371340.802;297;2018-03-28;00:45:11;3507;269
723213.23;4371347.06699999981;297;2018-03-27;22:00:12;3508;17
723333.913;4371084.16899999976;297;2018-03-28;00:45:11;3509;250
723347.668;4371084.496;297;2018-03-27;22:00:12;3510;34
723406.958;4370938.99799999967;297;2018-03-28;00:45:11;3511;290
723363.137;4371090.75399999972;117;2018-03-28;00:45:11;3512;291
723475.473;4371099.781;185;2018-03-28;00:45:11;3513;20
723282.376;4371217.371;117;2018-03-27;21:45:15;3514;17
723210.107;4371514.473;96;2018-03-28;00:45:11;3515;208
723201.213;4371515.922;96;2018-03-27;22:15:08;3516;20
723185.565;4371743.178;97;2018-03-28;00:45:11;3517;208
723261.105;4371659.957;169;2018-03-27;23:00:09;3518;20
723241.621;4371821.709;171;2018-03-28;00:45:11;3519;83
723162.823;4371864.825;98;2018-03-28;00:45:11;3520;291
727003.48;4371582.092;290;2018-03-28;00:45:02;411;82
727039.464;4371537.188;109;2018-03-28;00:45:02;412;104
726867.34;4371919.81099999975;117;2018-03-28;00:45:02;413;81
727074.745;4371501.632;18;2018-03-28;00:45:02;415;164
727230.951;4371147.886;303;2018-03-28;00:45:02;416;82
727100.625;4371329.17499999981;300;2018-03-28;00:45:02;417;124
726803.448;4371236.031;151;2018-03-28;00:45:02;422;20
726749.178;4371328.335;31;2018-03-28;00:45:02;423;312
726943.661;4371454.488;211;2018-03-28;00:45:02;424;187
726745.554;4371337.00899999961;210;2018-03-28;00:45:02;426;271
727039.635;4371083.052;299;2018-03-28;00:45:02;427;83
726637.061;4371164.625;121;2018-03-28;00:45:02;517;40
725711.209;4370918.962;126;2018-03-28;00:45:02;518;166
725861.022;4370811.49799999967;30;2018-03-28;00:45:02;529;396
726059.263;4370926.773;29;2018-03-28;00:45:02;530;354
725541.158;4371142.847;300;2018-03-28;00:45:02;531;124
725605.006;4371090.371;120;2018-03-28;00:45:03;532;144
725018.687;4370998.165;300;2017-11-23;03:00:14;604;62
724895.026;4371234.65799999982;121;2017-12-01;12:15:18;605;1770
724888.0;4371450.928;239;2018-03-28;00:45:03;606;289
724736.172;4371476.716;301;2018-03-28;00:45:03;607;333
725175.957;4371205.07799999975;80;2018-03-28;00:45:03;618;82
725050.862;4371510.204;158;2018-03-28;00:45:03;619;62
724752.437;4371235.659;238;2018-03-28;00:45:03;620;209
724158.67;4371520.353;185;2018-03-28;00:45:03;701;145
723618.649;4371388.71899999958;93;2018-03-28;00:30:01;708;20
723594.449;4371565.979;275;2018-03-27;23:30:03;709;20
723688.037;4371481.53799999971;185;2018-03-28;00:45:03;710;123
723735.498;4371473.13499999978;5;2018-03-28;00:45:03;711;20
724325.036;4371772.72;155;2018-03-28;00:45:03;712;83
723776.959;4371254.44;132;2018-03-28;00:15:01;722;20
723608.914;4371497.94199999981;95;2018-03-28;00:45:03;731;84
723282.794;4371436.063;5;2018-03-28;00:45:03;737;61
723371.095;4371521.432;275;2018-03-27;23:45:01;738;20
724222.687;4371512.966;5;2018-03-28;00:45:03;739;103
724325.352;4371533.239;185;2018-03-28;00:45:03;740;104
724066.608;4371499.65799999982;4;2018-03-28;00:45:03;741;313
724193.604;4372666.92;189;2018-03-28;00:45:04;814;147
724049.11;4372662.605;120;2018-03-28;00:45:04;815;229
724283.868;4371860.50399999972;245;2018-03-28;00:45:04;816;188
724024.5;4372749.01599999983;31;2018-03-28;00:45:04;817;62
724248.779;4371793.382;232;2018-03-28;00:45:04;818;194
723994.253;4372754.16899999976;121;2018-03-28;00:45:04;819;291
724618.644;4371438.446;59;2018-03-28;00:45:04;820;62
724140.129;4372483.525;301;2018-03-28;00:45:04;821;270
724614.929;4371696.142;301;2018-03-28;00:45:04;822;83
724576.938;4371842.206;348;2018-03-28;00:45:04;824;271
724447.654;4372701.212;194;2018-03-28;00:45:04;825;90
724355.358;4372008.278;244;2018-03-28;00:45:04;826;259
724148.96;4372495.457;121;2018-03-28;00:45:04;827;196
724078.024;4372588.325;300;2018-03-28;00:45:04;828;303
724711.52;4371602.00399999972;59;2018-03-28;00:45:04;829;21
729547.475;4373492.071;172;2018-03-28;00:45:10;2812;20
729482.41;4373901.792;261;2018-03-28;00:45:10;2813;40
729619.923;4373898.909;171;2018-03-28;00:45:10;2815;20
729264.053;4372257.138;265;2018-03-28;00:45:10;2816;165
728641.802;4373272.68599999975;341;2018-03-28;00:45:10;2817;124
728794.462;4373221.205;341;2018-03-28;00:45:10;2818;186
728971.246;4373159.91;341;2018-03-28;00:45:10;2819;165
729544.264;4372995.926;161;2018-03-28;00:45:10;2824;146
722878.222;4372104.90199999977;4;2018-03-28;00:45:05;930;312
722910.316;4372146.312;189;2018-03-28;00:45:05;933;146
724289.535;4373322.60699999984;300;2018-03-28;00:45:05;1001;411
724397.258;4373144.428;301;2018-03-28;00:45:05;1002;250
724422.279;4374011.22599999979;72;2018-03-28;00:45:05;1003;20
724306.756;4373705.187;250;2018-03-28;00:45:05;1004;82
724300.531;4374155.30599999987;210;2018-03-28;00:45:05;1005;62
724919.459;4373641.979;300;2018-03-28;00:45:05;1006;20
724295.129;4374125.638;32;2018-03-28;00:30:02;1007;20
724292.914;4374134.079;32;2018-03-28;00:45:05;1008;229
724543.619;4374134.926;332;2018-03-28;00:45:05;1010;62
724608.038;4374130.58299999963;131;2018-03-28;00:45:05;1011;68
724542.543;4374261.44699999969;18;2018-03-28;00:45:05;1014;145
724612.436;4374297.508;198;2018-03-28;00:45:05;1015;41
724992.157;4373780.40799999982;140;2018-03-28;00:45:05;1016;209
724304.841;4374149.688;211;2018-03-28;00:45:05;1017;209
725069.486;4373544.115;30;2018-03-28;00:45:05;1023;62
725160.038;4373615.12299999967;209;2018-03-28;00:45:05;1024;41
725278.011;4373651.39499999955;193;2018-03-28;00:45:05;1026;562
724526.705;4373213.224;23;2018-03-28;00:45:05;1028;20
724736.87;4374322.774;17;2018-03-28;00:45:05;1029;83
724841.198;4374354.15799999982;18;2018-03-28;00:45:05;1030;125
724848.652;4374376.36199999973;197;2018-03-28;00:45:05;1031;41
724755.087;4374341.3;199;2018-03-28;00:45:05;1033;41
729834.998;4372098.37399999984;90;2018-03-28;00:45:11;3011;33
729823.751;4372083.56;177;2017-11-23;03:00:30;3012;22
729843.906;4372218.717;85;2018-03-28;00:45:11;3013;42
